fabric_type,weather,festival,purpose,comfort_level,durability,breathability,sustainability_score,cost_category,weight,moisture_wicking,suitability_score,match_strength
Crepe,autumn,Date Night,Office,6,5,6,4,Medium,Light,No,5.35,2
Satin,winter,Date Night,Ethnic Wear,7,5,5,4,High,Light,No,5.35,2
Satin,winter,Graduation,Ethnic Wear,7,5,5,4,High,Light,No,5.35,2
Velvet,autumn,Wedding,Yoga/Meditation,7,6,3,5,High,Heavy,No,5.35,2
Velvet,autumn,Wedding,Formal,7,6,3,5,High,Heavy,No,5.35,2
Satin,winter,Durga Puja,Ethnic Wear,7,5,5,4,High,Light,No,5.35,2
Satin,winter,Durga Puja,Formal,7,5,5,4,High,Light,No,5.35,2
Satin,winter,Christmas,Party,7,5,5,4,High,Light,No,5.35,2
Crepe,summer,Eid,Formal,6,5,6,4,Medium,Light,No,5.35,2
Satin,winter,Diwali,Ethnic Wear,7,5,5,4,High,Light,No,5.35,2
Crepe,summer,Office Event,Formal,6,5,6,4,Medium,Light,No,5.35,2
Crepe,summer,Navratri,Formal,6,5,6,4,Medium,Light,No,5.35,2
Velvet,autumn,Christmas,Formal,7,6,3,5,High,Heavy,No,5.35,2
Crepe,humid,Interview,Formal,6,5,6,4,Medium,Light,No,5.35,2
Satin,winter,New Year,Party,7,5,5,4,High,Light,No,5.35,2
Nylon,rainy,Casual Outing,Beach,5,9,3,3,Low,Light,Yes,5.35,2
Satin,winter,Diwali,Formal,7,5,5,4,High,Light,No,5.35,2
Velvet,autumn,Date Night,Formal,7,6,3,5,High,Heavy,No,5.35,2
Satin,winter,Wedding,Formal,7,5,5,4,High,Light,No,5.35,2
Velvet,autumn,Date Night,Beach,7,6,3,5,High,Heavy,No,5.35,2
Satin,winter,Durga Puja,Party,7,5,5,4,High,Light,No,5.35,2
Satin,winter,Eid,Party,7,5,5,4,High,Light,No,5.35,2
Satin,winter,Date Night,Formal,7,5,5,4,High,Light,No,5.35,2
Nylon,rainy,Office Event,Beach,5,9,3,3,Low,Light,Yes,5.35,2
Nylon,rainy,,Beach,5,9,3,3,Low,Light,Yes,5.35,2
Satin,winter,Date Night,Party,7,5,5,4,High,Light,No,5.35,2
Velvet,autumn,New Year,Yoga/Meditation,7,6,3,5,High,Heavy,No,5.35,2
Satin,winter,Christmas,Ethnic Wear,7,5,5,4,High,Light,No,5.35,2
Satin,winter,Christmas,Formal,7,5,5,4,High,Light,No,5.35,2
Satin,winter,Wedding,Party,7,5,5,4,High,Light,No,5.35,2
Velvet,autumn,New Year,Outdoor,7,6,3,5,High,Heavy,No,5.35,2
Satin,winter,Diwali,Party,7,5,5,4,High,Light,No,5.35,2
Crepe,autumn,Office Event,Office,6,5,6,4,Medium,Light,No,5.35,2
Crepe,humid,Date Night,Formal,6,5,6,4,Medium,Light,No,5.35,2
Velvet,autumn,Diwali,Formal,7,6,3,5,High,Heavy,No,5.35,2
Crepe,autumn,New Year,Office,6,5,6,4,Medium,Light,No,5.35,2
Nylon,rainy,Durga Puja,Beach,5,9,3,3,Low,Light,Yes,5.35,2
Velvet,autumn,Wedding,Outdoor,7,6,3,5,High,Heavy,No,5.35,2
Satin,winter,Eid,Ethnic Wear,7,5,5,4,High,Light,No,5.35,2
Satin,winter,Eid,Formal,7,5,5,4,High,Light,No,5.35,2
Velvet,autumn,New Year,Beach,7,6,3,5,High,Heavy,No,5.35,2
Velvet,autumn,New Year,Formal,7,6,3,5,High,Heavy,No,5.35,2
Velvet,autumn,Date Night,Yoga/Meditation,7,6,3,5,High,Heavy,No,5.35,2
Velvet,autumn,Holi,Ethnic Wear,7,6,3,5,High,Heavy,No,5.35,2
Nylon,rainy,Holi,Beach,5,9,3,3,Low,Light,Yes,5.35,2
Velvet,autumn,Wedding,Beach,7,6,3,5,High,Heavy,No,5.35,2
Nylon,rainy,Navratri,Beach,5,9,3,3,Low,Light,Yes,5.35,2
Satin,winter,Graduation,Party,7,5,5,4,High,Light,No,5.35,2
Crepe,humid,Office Event,Formal,6,5,6,4,Medium,Light,No,5.35,2
Crepe,autumn,Interview,Office,6,5,6,4,Medium,Light,No,5.35,2
Crepe,humid,Graduation,Formal,6,5,6,4,Medium,Light,No,5.35,2
Nylon,rainy,Christmas,Beach,5,9,3,3,Low,Light,Yes,5.35,2
Velvet,autumn,,Ethnic Wear,7,6,3,5,High,Heavy,No,5.35,2
Nylon,rainy,Diwali,Beach,5,9,3,3,Low,Light,Yes,5.35,2
Nylon,rainy,New Year,Beach,5,9,3,3,Low,Light,Yes,5.35,2
Crepe,summer,Graduation,Formal,6,5,6,4,Medium,Light,No,5.35,2
Velvet,autumn,Casual Outing,Ethnic Wear,7,6,3,5,High,Heavy,No,5.35,2
Nylon,rainy,Onam,Beach,5,9,3,3,Low,Light,Yes,5.35,2
Velvet,autumn,Interview,Ethnic Wear,7,6,3,5,High,Heavy,No,5.35,2
Crepe,autumn,Graduation,Office,6,5,6,4,Medium,Light,No,5.35,2
Nylon,rainy,Date Night,Beach,5,9,3,3,Low,Light,Yes,5.35,2
Crepe,autumn,Navratri,Office,6,5,6,4,Medium,Light,No,5.35,2
Velvet,autumn,Eid,Ethnic Wear,7,6,3,5,High,Heavy,No,5.35,2
Crepe,humid,Navratri,Formal,6,5,6,4,Medium,Light,No,5.35,2
Crepe,summer,Date Night,Formal,6,5,6,4,Medium,Light,No,5.35,2
Velvet,autumn,Durga Puja,Ethnic Wear,7,6,3,5,High,Heavy,No,5.35,2
Crepe,autumn,Eid,Office,6,5,6,4,Medium,Light,No,5.35,2
Velvet,autumn,Navratri,Ethnic Wear,7,6,3,5,High,Heavy,No,5.35,2
Nylon,rainy,Wedding,Beach,5,9,3,3,Low,Light,Yes,5.35,2
Satin,winter,Wedding,Ethnic Wear,7,5,5,4,High,Light,No,5.35,2
Crepe,summer,New Year,Formal,6,5,6,4,Medium,Light,No,5.35,2
Velvet,autumn,Date Night,Outdoor,7,6,3,5,High,Heavy,No,5.35,2
Nylon,rainy,Graduation,Beach,5,9,3,3,Low,Light,Yes,5.35,2
Nylon,rainy,Eid,Beach,5,9,3,3,Low,Light,Yes,5.35,2
Velvet,autumn,Diwali,Yoga/Meditation,7,6,3,5,High,Heavy,No,5.35,2
Velvet,autumn,Diwali,Beach,7,6,3,5,High,Heavy,No,5.35,2
Velvet,autumn,Graduation,Ethnic Wear,7,6,3,5,High,Heavy,No,5.35,2
Velvet,autumn,Christmas,Yoga/Meditation,7,6,3,5,High,Heavy,No,5.35,2
Velvet,autumn,Christmas,Beach,7,6,3,5,High,Heavy,No,5.35,2
Velvet,autumn,Christmas,Outdoor,7,6,3,5,High,Heavy,No,5.35,2
Nylon,rainy,Pongal,Beach,5,9,3,3,Low,Light,Yes,5.35,2
Satin,winter,New Year,Ethnic Wear,7,5,5,4,High,Light,No,5.35,2
Crepe,humid,Eid,Formal,6,5,6,4,Medium,Light,No,5.35,2
Velvet,autumn,Onam,Ethnic Wear,7,6,3,5,High,Heavy,No,5.35,2
Velvet,autumn,Pongal,Ethnic Wear,7,6,3,5,High,Heavy,No,5.35,2
Crepe,summer,Interview,Formal,6,5,6,4,Medium,Light,No,5.35,2
Crepe,humid,New Year,Formal,6,5,6,4,Medium,Light,No,5.35,2
Nylon,rainy,Interview,Beach,5,9,3,3,Low,Light,Yes,5.35,2
Satin,winter,New Year,Formal,7,5,5,4,High,Light,No,5.35,2
Velvet,rainy,Christmas,Ethnic Wear,7,6,3,5,High,Heavy,No,5.33,2
Velvet,rainy,Wedding,Ethnic Wear,7,6,3,5,High,Heavy,No,5.33,2
Velvet,rainy,Date Night,Ethnic Wear,7,6,3,5,High,Heavy,No,5.33,2
Velvet,rainy,Diwali,Ethnic Wear,7,6,3,5,High,Heavy,No,5.33,2
Velvet,rainy,New Year,Ethnic Wear,7,6,3,5,High,Heavy,No,5.33,2
Georgette,summer,Durga Puja,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Georgette,humid,New Year,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Polyester,autumn,,Daily Wear,5,9,4,3,Low,Medium,Yes,5.32,2
Velvet,autumn,Date Night,Sports,7,6,3,5,High,Heavy,No,5.32,2
Georgette,summer,Eid,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Chiffon,summer,Eid,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Crepe,winter,Date Night,Office,6,5,6,4,Medium,Light,No,5.32,2
Velvet,autumn,New Year,Sports,7,6,3,5,High,Heavy,No,5.32,2
Crepe,winter,Graduation,Office,6,5,6,4,Medium,Light,No,5.32,2
Polyester,autumn,Office Event,Daily Wear,5,9,4,3,Low,Medium,Yes,5.32,2
Polyester,autumn,Interview,Daily Wear,5,9,4,3,Low,Medium,Yes,5.32,2
Velvet,autumn,Diwali,Sports,7,6,3,5,High,Heavy,No,5.32,2
Crepe,winter,Office Event,Office,6,5,6,4,Medium,Light,No,5.32,2
Georgette,summer,New Year,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Velvet,autumn,Wedding,Sports,7,6,3,5,High,Heavy,No,5.32,2
Chiffon,summer,Durga Puja,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Chiffon,humid,Date Night,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Georgette,humid,Diwali,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Chiffon,humid,Navratri,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Georgette,humid,Date Night,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Georgette,summer,Date Night,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Georgette,humid,Navratri,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Georgette,summer,Diwali,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Chiffon,summer,Date Night,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Chiffon,humid,Durga Puja,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Georgette,humid,Wedding,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Georgette,humid,Durga Puja,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Polyester,autumn,Graduation,Daily Wear,5,9,4,3,Low,Medium,Yes,5.32,2
Georgette,summer,Navratri,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Chiffon,summer,Navratri,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Georgette,humid,Eid,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Polyester,autumn,Holi,Daily Wear,5,9,4,3,Low,Medium,Yes,5.32,2
Crepe,winter,New Year,Office,6,5,6,4,Medium,Light,No,5.32,2
Velvet,autumn,Christmas,Sports,7,6,3,5,High,Heavy,No,5.32,2
Chiffon,humid,Eid,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Crepe,winter,Eid,Office,6,5,6,4,Medium,Light,No,5.32,2
Crepe,winter,Interview,Office,6,5,6,4,Medium,Light,No,5.32,2
Crepe,winter,Navratri,Office,6,5,6,4,Medium,Light,No,5.32,2
Georgette,summer,Wedding,Work/Labor,6,4,7,4,Medium,Light,No,5.32,2
Satin,autumn,Date Night,Ethnic Wear,7,5,5,4,High,Light,No,5.3,2
Satin,autumn,Graduation,Formal,7,5,5,4,High,Light,No,5.3,2
Crepe,humid,Eid,Party,6,5,6,4,Medium,Light,No,5.3,2
Satin,autumn,Date Night,Party,7,5,5,4,High,Light,No,5.3,2
Satin,autumn,Diwali,Formal,7,5,5,4,High,Light,No,5.3,2
Satin,autumn,Date Night,Formal,7,5,5,4,High,Light,No,5.3,2
Crepe,humid,Graduation,Party,6,5,6,4,Medium,Light,No,5.3,2
Satin,autumn,Graduation,Party,7,5,5,4,High,Light,No,5.3,2
Crepe,summer,Office Event,Party,6,5,6,4,Medium,Light,No,5.3,2
Satin,autumn,Graduation,Ethnic Wear,7,5,5,4,High,Light,No,5.3,2
Crepe,summer,Eid,Party,6,5,6,4,Medium,Light,No,5.3,2
Crepe,humid,Interview,Party,6,5,6,4,Medium,Light,No,5.3,2
Crepe,humid,Date Night,Party,6,5,6,4,Medium,Light,No,5.3,2
Crepe,humid,New Year,Party,6,5,6,4,Medium,Light,No,5.3,2
Satin,autumn,Christmas,Party,7,5,5,4,High,Light,No,5.3,2
Crepe,summer,Date Night,Party,6,5,6,4,Medium,Light,No,5.3,2
Crepe,humid,Office Event,Party,6,5,6,4,Medium,Light,No,5.3,2
Satin,autumn,Christmas,Ethnic Wear,7,5,5,4,High,Light,No,5.3,2
Crepe,summer,Graduation,Party,6,5,6,4,Medium,Light,No,5.3,2
Satin,autumn,Christmas,Formal,7,5,5,4,High,Light,No,5.3,2
Crepe,humid,Navratri,Party,6,5,6,4,Medium,Light,No,5.3,2
Satin,autumn,New Year,Party,7,5,5,4,High,Light,No,5.3,2
Satin,autumn,Diwali,Ethnic Wear,7,5,5,4,High,Light,No,5.3,2
Satin,autumn,Durga Puja,Ethnic Wear,7,5,5,4,High,Light,No,5.3,2
Crepe,summer,New Year,Party,6,5,6,4,Medium,Light,No,5.3,2
Crepe,summer,Interview,Party,6,5,6,4,Medium,Light,No,5.3,2
Satin,autumn,Durga Puja,Party,7,5,5,4,High,Light,No,5.3,2
Satin,autumn,Durga Puja,Formal,7,5,5,4,High,Light,No,5.3,2
Satin,autumn,New Year,Formal,7,5,5,4,High,Light,No,5.3,2
Satin,autumn,New Year,Ethnic Wear,7,5,5,4,High,Light,No,5.3,2
Satin,autumn,Wedding,Ethnic Wear,7,5,5,4,High,Light,No,5.3,2
Satin,autumn,Wedding,Party,7,5,5,4,High,Light,No,5.3,2
Satin,autumn,Eid,Formal,7,5,5,4,High,Light,No,5.3,2
Satin,autumn,Eid,Ethnic Wear,7,5,5,4,High,Light,No,5.3,2
Satin,autumn,Wedding,Formal,7,5,5,4,High,Light,No,5.3,2
Crepe,summer,Navratri,Party,6,5,6,4,Medium,Light,No,5.3,2
Satin,autumn,Eid,Party,7,5,5,4,High,Light,No,5.3,2
Satin,autumn,Diwali,Party,7,5,5,4,High,Light,No,5.3,2
Polyester,autumn,Holi,Formal,5,9,4,3,Low,Medium,Yes,5.28,2
Polyester,autumn,,Formal,5,9,4,3,Low,Medium,Yes,5.28,2
Polyester,autumn,Interview,Formal,5,9,4,3,Low,Medium,Yes,5.28,2
Polyester,autumn,Office Event,Formal,5,9,4,3,Low,Medium,Yes,5.28,2
Polyester,rainy,,Party,5,9,4,3,Low,Medium,Yes,5.28,2
Polyester,rainy,Office Event,Party,5,9,4,3,Low,Medium,Yes,5.28,2
Polyester,autumn,Graduation,Formal,5,9,4,3,Low,Medium,Yes,5.28,2
Polyester,rainy,Graduation,Party,5,9,4,3,Low,Medium,Yes,5.28,2
Polyester,rainy,Holi,Party,5,9,4,3,Low,Medium,Yes,5.28,2
Polyester,rainy,Interview,Party,5,9,4,3,Low,Medium,Yes,5.28,2
Crepe,autumn,Office Event,Formal,6,5,6,4,Medium,Light,No,5.25,2
Crepe,autumn,Interview,Formal,6,5,6,4,Medium,Light,No,5.25,2
Crepe,autumn,Graduation,Formal,6,5,6,4,Medium,Light,No,5.25,2
Crepe,autumn,Date Night,Formal,6,5,6,4,Medium,Light,No,5.25,2
Crepe,autumn,New Year,Formal,6,5,6,4,Medium,Light,No,5.25,2
Crepe,autumn,Eid,Formal,6,5,6,4,Medium,Light,No,5.25,2
Crepe,autumn,Navratri,Formal,6,5,6,4,Medium,Light,No,5.25,2
Crepe,rainy,Date Night,Office,6,5,6,4,Medium,Light,No,5.22,2
Chiffon,autumn,Date Night,Ethnic Wear,6,4,7,4,Medium,Light,No,5.22,2
Georgette,autumn,Date Night,Ethnic Wear,6,4,7,4,Medium,Light,No,5.22,2
Satin,humid,Date Night,Party,7,5,5,4,High,Light,No,5.22,2
Crepe,rainy,Graduation,Office,6,5,6,4,Medium,Light,No,5.22,2
Satin,summer,Date Night,Party,7,5,5,4,High,Light,No,5.22,2
Satin,summer,Date Night,Formal,7,5,5,4,High,Light,No,5.22,2
Crepe,winter,New Year,Formal,6,5,6,4,Medium,Light,No,5.22,2
Satin,summer,Wedding,Formal,7,5,5,4,High,Light,No,5.22,2
Satin,humid,New Year,Ethnic Wear,7,5,5,4,High,Light,No,5.22,2
Satin,summer,Eid,Formal,7,5,5,4,High,Light,No,5.22,2
Satin,humid,New Year,Party,7,5,5,4,High,Light,No,5.22,2
Crepe,winter,Navratri,Formal,6,5,6,4,Medium,Light,No,5.22,2
Crepe,winter,Graduation,Formal,6,5,6,4,Medium,Light,No,5.22,2
Satin,humid,Christmas,Ethnic Wear,7,5,5,4,High,Light,No,5.22,2
Satin,humid,Christmas,Formal,7,5,5,4,High,Light,No,5.22,2
Satin,humid,Durga Puja,Party,7,5,5,4,High,Light,No,5.22,2
Satin,humid,Wedding,Ethnic Wear,7,5,5,4,High,Light,No,5.22,2
Satin,summer,Durga Puja,Ethnic Wear,7,5,5,4,High,Light,No,5.22,2
Satin,summer,Christmas,Formal,7,5,5,4,High,Light,No,5.22,2
Satin,summer,Diwali,Party,7,5,5,4,High,Light,No,5.22,2
Satin,humid,Eid,Party,7,5,5,4,High,Light,No,5.22,2
Crepe,winter,Interview,Formal,6,5,6,4,Medium,Light,No,5.22,2
Satin,summer,New Year,Formal,7,5,5,4,High,Light,No,5.22,2
Crepe,rainy,Office Event,Office,6,5,6,4,Medium,Light,No,5.22,2
Satin,humid,Eid,Ethnic Wear,7,5,5,4,High,Light,No,5.22,2
Satin,summer,Durga Puja,Party,7,5,5,4,High,Light,No,5.22,2
Crepe,rainy,Eid,Office,6,5,6,4,Medium,Light,No,5.22,2
Satin,humid,Eid,Formal,7,5,5,4,High,Light,No,5.22,2
Satin,summer,Graduation,Party,7,5,5,4,High,Light,No,5.22,2
Chiffon,autumn,Eid,Beach,6,4,7,4,Medium,Light,No,5.22,2
Crepe,winter,Office Event,Formal,6,5,6,4,Medium,Light,No,5.22,2
Crepe,rainy,Interview,Office,6,5,6,4,Medium,Light,No,5.22,2
Satin,humid,Date Night,Ethnic Wear,7,5,5,4,High,Light,No,5.22,2
Satin,humid,Date Night,Formal,7,5,5,4,High,Light,No,5.22,2
Satin,humid,New Year,Formal,7,5,5,4,High,Light,No,5.22,2
Satin,summer,Eid,Party,7,5,5,4,High,Light,No,5.22,2
Satin,summer,Wedding,Ethnic Wear,7,5,5,4,High,Light,No,5.22,2
Satin,humid,Graduation,Ethnic Wear,7,5,5,4,High,Light,No,5.22,2
Satin,humid,Graduation,Formal,7,5,5,4,High,Light,No,5.22,2
Satin,humid,Durga Puja,Ethnic Wear,7,5,5,4,High,Light,No,5.22,2
Satin,summer,Durga Puja,Formal,7,5,5,4,High,Light,No,5.22,2
Satin,humid,Wedding,Party,7,5,5,4,High,Light,No,5.22,2
Crepe,winter,Eid,Formal,6,5,6,4,Medium,Light,No,5.22,2
Satin,humid,Diwali,Ethnic Wear,7,5,5,4,High,Light,No,5.22,2
Georgette,autumn,New Year,Ethnic Wear,6,4,7,4,Medium,Light,No,5.22,2
Crepe,rainy,New Year,Office,6,5,6,4,Medium,Light,No,5.22,2
Crepe,winter,Date Night,Formal,6,5,6,4,Medium,Light,No,5.22,2
Satin,summer,New Year,Party,7,5,5,4,High,Light,No,5.22,2
Satin,summer,Date Night,Ethnic Wear,7,5,5,4,High,Light,No,5.22,2
Chiffon,autumn,Eid,Ethnic Wear,6,4,7,4,Medium,Light,No,5.22,2
Georgette,autumn,Durga Puja,Ethnic Wear,6,4,7,4,Medium,Light,No,5.22,2
Chiffon,autumn,Durga Puja,Ethnic Wear,6,4,7,4,Medium,Light,No,5.22,2
Satin,humid,Diwali,Formal,7,5,5,4,High,Light,No,5.22,2
Satin,summer,Graduation,Formal,7,5,5,4,High,Light,No,5.22,2
Georgette,autumn,Wedding,Ethnic Wear,6,4,7,4,Medium,Light,No,5.22,2
Satin,humid,Durga Puja,Formal,7,5,5,4,High,Light,No,5.22,2
Satin,humid,Diwali,Party,7,5,5,4,High,Light,No,5.22,2
Chiffon,autumn,Durga Puja,Beach,6,4,7,4,Medium,Light,No,5.22,2
Satin,summer,New Year,Ethnic Wear,7,5,5,4,High,Light,No,5.22,2
Satin,summer,Christmas,Ethnic Wear,7,5,5,4,High,Light,No,5.22,2
Crepe,rainy,Navratri,Office,6,5,6,4,Medium,Light,No,5.22,2
Satin,summer,Christmas,Party,7,5,5,4,High,Light,No,5.22,2
Satin,humid,Christmas,Party,7,5,5,4,High,Light,No,5.22,2
Satin,summer,Diwali,Formal,7,5,5,4,High,Light,No,5.22,2
Satin,humid,Wedding,Formal,7,5,5,4,High,Light,No,5.22,2
Georgette,autumn,Eid,Ethnic Wear,6,4,7,4,Medium,Light,No,5.22,2
Satin,summer,Graduation,Ethnic Wear,7,5,5,4,High,Light,No,5.22,2
Georgette,autumn,Diwali,Ethnic Wear,6,4,7,4,Medium,Light,No,5.22,2
Georgette,autumn,Navratri,Ethnic Wear,6,4,7,4,Medium,Light,No,5.22,2
Chiffon,autumn,Navratri,Ethnic Wear,6,4,7,4,Medium,Light,No,5.22,2
Satin,summer,Diwali,Ethnic Wear,7,5,5,4,High,Light,No,5.22,2
Chiffon,autumn,Navratri,Beach,6,4,7,4,Medium,Light,No,5.22,2
Satin,summer,Eid,Ethnic Wear,7,5,5,4,High,Light,No,5.22,2
Satin,humid,Graduation,Party,7,5,5,4,High,Light,No,5.22,2
Chiffon,autumn,Date Night,Beach,6,4,7,4,Medium,Light,No,5.22,2
Satin,summer,Wedding,Party,7,5,5,4,High,Light,No,5.22,2
Polyester,summer,Graduation,Travel,5,9,4,3,Low,Medium,Yes,5.2,2
Polyester,summer,Office Event,Travel,5,9,4,3,Low,Medium,Yes,5.2,2
Georgette,autumn,Eid,Party,6,4,7,4,Medium,Light,No,5.2,2
Chiffon,autumn,Eid,Party,6,4,7,4,Medium,Light,No,5.2,2
Crepe,autumn,Eid,Party,6,5,6,4,Medium,Light,No,5.2,2
Polyester,humid,Graduation,Travel,5,9,4,3,Low,Medium,Yes,5.2,2
Crepe,autumn,Office Event,Party,6,5,6,4,Medium,Light,No,5.2,2
Polyester,summer,Holi,Travel,5,9,4,3,Low,Medium,Yes,5.2,2
Polyester,humid,Holi,Travel,5,9,4,3,Low,Medium,Yes,5.2,2
Chiffon,autumn,Durga Puja,Party,6,4,7,4,Medium,Light,No,5.2,2
Georgette,autumn,Navratri,Party,6,4,7,4,Medium,Light,No,5.2,2
Georgette,autumn,New Year,Party,6,4,7,4,Medium,Light,No,5.2,2
Polyester,summer,,Travel,5,9,4,3,Low,Medium,Yes,5.2,2
Polyester,humid,Interview,Travel,5,9,4,3,Low,Medium,Yes,5.2,2
Crepe,autumn,Interview,Party,6,5,6,4,Medium,Light,No,5.2,2
Georgette,autumn,Diwali,Party,6,4,7,4,Medium,Light,No,5.2,2
Crepe,autumn,Graduation,Party,6,5,6,4,Medium,Light,No,5.2,2
Georgette,autumn,Date Night,Party,6,4,7,4,Medium,Light,No,5.2,2
Crepe,autumn,Date Night,Party,6,5,6,4,Medium,Light,No,5.2,2
Chiffon,autumn,Date Night,Party,6,4,7,4,Medium,Light,No,5.2,2
Georgette,autumn,Wedding,Party,6,4,7,4,Medium,Light,No,5.2,2
Georgette,autumn,Durga Puja,Party,6,4,7,4,Medium,Light,No,5.2,2
Polyester,summer,Interview,Travel,5,9,4,3,Low,Medium,Yes,5.2,2
Polyester,humid,Office Event,Travel,5,9,4,3,Low,Medium,Yes,5.2,2
Polyester,humid,,Travel,5,9,4,3,Low,Medium,Yes,5.2,2
Chiffon,autumn,Navratri,Party,6,4,7,4,Medium,Light,No,5.2,2
Crepe,autumn,Navratri,Party,6,5,6,4,Medium,Light,No,5.2,2
Crepe,autumn,New Year,Party,6,5,6,4,Medium,Light,No,5.2,2
Crepe,winter,Eid,Party,6,5,6,4,Medium,Light,No,5.18,2
Crepe,winter,Date Night,Party,6,5,6,4,Medium,Light,No,5.18,2
Crepe,winter,Graduation,Party,6,5,6,4,Medium,Light,No,5.18,2
Crepe,winter,Interview,Party,6,5,6,4,Medium,Light,No,5.18,2
Crepe,winter,Navratri,Party,6,5,6,4,Medium,Light,No,5.18,2
Crepe,winter,Office Event,Party,6,5,6,4,Medium,Light,No,5.18,2
Crepe,winter,New Year,Party,6,5,6,4,Medium,Light,No,5.18,2
Crepe,rainy,Date Night,Formal,6,5,6,4,Medium,Light,No,5.12,2
Satin,rainy,Date Night,Formal,7,5,5,4,High,Light,No,5.12,2
Georgette,winter,Navratri,Ethnic Wear,6,4,7,4,Medium,Light,No,5.12,2
Chiffon,winter,Navratri,Ethnic Wear,6,4,7,4,Medium,Light,No,5.12,2
Satin,rainy,Date Night,Party,7,5,5,4,High,Light,No,5.12,2
Satin,rainy,Wedding,Ethnic Wear,7,5,5,4,High,Light,No,5.12,2
Satin,rainy,Christmas,Formal,7,5,5,4,High,Light,No,5.12,2
Satin,rainy,Christmas,Ethnic Wear,7,5,5,4,High,Light,No,5.12,2
Satin,rainy,Durga Puja,Ethnic Wear,7,5,5,4,High,Light,No,5.12,2
Satin,rainy,Durga Puja,Party,7,5,5,4,High,Light,No,5.12,2
Satin,rainy,Graduation,Party,7,5,5,4,High,Light,No,5.12,2
Crepe,rainy,Interview,Formal,6,5,6,4,Medium,Light,No,5.12,2
Satin,rainy,Eid,Ethnic Wear,7,5,5,4,High,Light,No,5.12,2
Satin,rainy,Christmas,Party,7,5,5,4,High,Light,No,5.12,2
Satin,rainy,Diwali,Ethnic Wear,7,5,5,4,High,Light,No,5.12,2
Satin,rainy,Diwali,Formal,7,5,5,4,High,Light,No,5.12,2
Crepe,rainy,Office Event,Formal,6,5,6,4,Medium,Light,No,5.12,2
Satin,rainy,Wedding,Party,7,5,5,4,High,Light,No,5.12,2
Georgette,winter,Diwali,Ethnic Wear,6,4,7,4,Medium,Light,No,5.12,2
Satin,rainy,Eid,Party,7,5,5,4,High,Light,No,5.12,2
Georgette,winter,New Year,Ethnic Wear,6,4,7,4,Medium,Light,No,5.12,2
Satin,rainy,Date Night,Ethnic Wear,7,5,5,4,High,Light,No,5.12,2
Satin,rainy,Eid,Formal,7,5,5,4,High,Light,No,5.12,2
Satin,rainy,Wedding,Formal,7,5,5,4,High,Light,No,5.12,2
Satin,rainy,Durga Puja,Formal,7,5,5,4,High,Light,No,5.12,2
Crepe,rainy,Eid,Formal,6,5,6,4,Medium,Light,No,5.12,2
Crepe,rainy,Navratri,Formal,6,5,6,4,Medium,Light,No,5.12,2
Chiffon,winter,Date Night,Beach,6,4,7,4,Medium,Light,No,5.12,2
Georgette,winter,Wedding,Ethnic Wear,6,4,7,4,Medium,Light,No,5.12,2
Satin,rainy,New Year,Formal,7,5,5,4,High,Light,No,5.12,2
Georgette,winter,Date Night,Ethnic Wear,6,4,7,4,Medium,Light,No,5.12,2
Satin,rainy,New Year,Party,7,5,5,4,High,Light,No,5.12,2
Crepe,rainy,New Year,Formal,6,5,6,4,Medium,Light,No,5.12,2
Satin,rainy,New Year,Ethnic Wear,7,5,5,4,High,Light,No,5.12,2
Chiffon,winter,Eid,Ethnic Wear,6,4,7,4,Medium,Light,No,5.12,2
Chiffon,winter,Date Night,Ethnic Wear,6,4,7,4,Medium,Light,No,5.12,2
Georgette,winter,Eid,Ethnic Wear,6,4,7,4,Medium,Light,No,5.12,2
Chiffon,winter,Eid,Beach,6,4,7,4,Medium,Light,No,5.12,2
Georgette,winter,Durga Puja,Ethnic Wear,6,4,7,4,Medium,Light,No,5.12,2
Chiffon,winter,Durga Puja,Beach,6,4,7,4,Medium,Light,No,5.12,2
Satin,rainy,Diwali,Party,7,5,5,4,High,Light,No,5.12,2
Chiffon,winter,Navratri,Beach,6,4,7,4,Medium,Light,No,5.12,2
